Country,City,Prefix,Included channels,Setup price,Monthly price
Germany,Ludwigshafen am Rhein,49-621,0,1.50,1.50
Germany,Ludwigshafen am Rhein,49-621,2,5.00,5.00
Uganda,Toll-Free,256-800,300,50.00,15.00
Germany,Konz,49-6501,0,1.50,1.50
Germany,Konz,49-6501,2,5.00,5.00
Germany,Memmingen,49-8331,0,1.50,1.50
Germany,Memmingen,49-8331,2,5.00,5.00
Puerto Rico,Aguada,1-939,0,10.00,10.00
Puerto Rico,Aguada,1-939,2,12.00,12.00
Puerto Rico,Aguas Buenas,1-939,0,10.00,10.00
Puerto Rico,Aguas Buenas,1-939,2,12.00,12.00
Puerto Rico,Arroyo,1-939,0,10.00,10.00
Puerto Rico,Arroyo,1-939,2,12.00,12.00
Puerto Rico,Anasco,1-939,0,10.00,10.00
Puerto Rico,Anasco,1-939,2,12.00,12.00
Puerto Rico,Bayamon Sur,1-939,0,10.00,10.00
Puerto Rico,Bayamon Sur,1-939,2,12.00,12.00
Puerto Rico,Culebra,1-787,0,10.00,10.00
Puerto Rico,Culebra,1-787,2,12.00,12.00
Puerto Rico,Cabo Rojo,1-939,0,10.00,10.00
Puerto Rico,Cabo Rojo,1-939,2,12.00,12.00
Puerto Rico,Camuy,1-939,0,10.00,10.00
Puerto Rico,Camuy,1-939,2,12.00,12.00
Puerto Rico,Coamo,1-939,0,10.00,10.00
Puerto Rico,Coamo,1-939,2,12.00,12.00
Puerto Rico,Comerio,1-939,0,10.00,10.00
Puerto Rico,Comerio,1-939,2,12.00,12.00
Puerto Rico,Juana Diaz,1-787,0,10.00,10.00
Puerto Rico,Juana Diaz,1-787,2,12.00,12.00
Puerto Rico,Guayanilla,1-787,0,10.00,10.00
Puerto Rico,Guayanilla,1-787,2,12.00,12.00
Puerto Rico,Humacao,1-939,0,10.00,10.00
Puerto Rico,Humacao,1-939,2,12.00,12.00
Puerto Rico,Luquillo,1-939,0,10.00,10.00
Puerto Rico,Luquillo,1-939,2,12.00,12.00
Puerto Rico,Juncos,1-939,0,10.00,10.00
Puerto Rico,Juncos,1-939,2,12.00,12.00
Puerto Rico,Las Marias,1-939,0,10.00,10.00
Puerto Rico,Las Marias,1-939,2,12.00,12.00
Puerto Rico,Guanica,1-939,0,10.00,10.00
Puerto Rico,Guanica,1-939,2,12.00,12.00
Puerto Rico,Isabela,1-939,0,10.00,10.00
Puerto Rico,Isabela,1-939,2,12.00,12.00
Puerto Rico,Gurabo,1-939,0,10.00,10.00
Puerto Rico,Gurabo,1-939,2,12.00,12.00
Puerto Rico,Las Piedras,1-939,0,10.00,10.00
Puerto Rico,Las Piedras,1-939,2,12.00,12.00
Puerto Rico,Hormigueros,1-939,0,10.00,10.00
Puerto Rico,Hormigueros,1-939,2,12.00,12.00
Germany,Emmerich am Rhein,49-2828,0,1.50,1.50
Germany,Emmerich am Rhein,49-2828,2,5.00,5.00
Puerto Rico,Quebradillas,1-939,0,10.00,10.00
Puerto Rico,Quebradillas,1-939,2,12.00,12.00
Puerto Rico,Ramey,1-939,0,10.00,10.00
Puerto Rico,Ramey,1-939,2,12.00,12.00
Puerto Rico,Morovis,1-939,0,10.00,10.00
Puerto Rico,Morovis,1-939,2,12.00,12.00
Puerto Rico,Moca,1-939,0,10.00,10.00
Puerto Rico,Moca,1-939,2,12.00,12.00
Puerto Rico,Naguabo,1-939,0,10.00,10.00
Puerto Rico,Naguabo,1-939,2,12.00,12.00
Puerto Rico,Orocovis,1-939,0,10.00,10.00
Puerto Rico,Orocovis,1-939,2,12.00,12.00
Puerto Rico,Rincon,1-939,0,10.00,10.00
Puerto Rico,Rincon,1-939,2,12.00,12.00
Puerto Rico,Maricao,1-939,0,10.00,10.00
Puerto Rico,Maricao,1-939,2,12.00,12.00
Puerto Rico,Penuelas,1-939,0,10.00,10.00
Puerto Rico,Penuelas,1-939,2,12.00,12.00
Puerto Rico,Vieques,1-787,0,10.00,10.00
Puerto Rico,Vieques,1-787,2,12.00,12.00
Puerto Rico,San Lorenzo,1-939,0,10.00,10.00
Puerto Rico,San Lorenzo,1-939,2,12.00,12.00
Puerto Rico,Naranjito,1-939,0,10.00,10.00
Puerto Rico,Naranjito,1-939,2,12.00,12.00
Puerto Rico,Roosevelt Roads,1-939,0,10.00,10.00
Puerto Rico,Roosevelt Roads,1-939,2,12.00,12.00
Germany,Nohfelden,49-6852,0,1.50,1.50
Germany,Nohfelden,49-6852,2,5.00,5.00
Puerto Rico,Santana,1-939,0,10.00,10.00
Puerto Rico,Santana,1-939,2,12.00,12.00
Puerto Rico,Trujillo Alto,1-939,0,10.00,10.00
Puerto Rico,Trujillo Alto,1-939,2,12.00,12.00
Puerto Rico,Vega Alta,1-939,0,10.00,10.00
Puerto Rico,Vega Alta,1-939,2,12.00,12.00
Canada,Ponoka,1-825,0,1.20,1.20
Canada,Ponoka,1-825,2,5.00,5.00
Germany,Rommerskirchen,49-2183,0,1.50,1.50
Germany,Rommerskirchen,49-2183,2,5.00,5.00
Germany,Schwentinental,49-4307,0,1.50,1.50
Germany,Schwentinental,49-4307,2,5.00,5.00
Germany,Eschwege,49-5651,0,1.50,1.50
Germany,Eschwege,49-5651,2,5.00,5.00
Germany,Hirschau,49-9622,0,1.50,1.50
Germany,Hirschau,49-9622,2,5.00,5.00
Germany,Leimen,49-6224,0,1.50,1.50
Germany,Leimen,49-6224,2,5.00,5.00
Australia,Heatherton,61-740,0,3.50,3.50
Australia,Heatherton,61-740,2,5.00,5.00
Australia,Tocumwal,61-348,0,3.50,3.50
Australia,Tocumwal,61-348,2,5.00,5.00
Australia,Horsham,61-343,0,3.50,3.50
Australia,Horsham,61-343,2,5.00,5.00
Australia,Geographe,61-893,0,3.50,3.50
Australia,Geographe,61-893,2,5.00,5.00
Germany,Spiesen-Elversberg,49-6821,0,1.50,1.50
Germany,Spiesen-Elversberg,49-6821,2,5.00,5.00
China,Tianjin,86-22,2,20.00,20.00
Germany,Hartenholm,49-4195,0,1.50,1.50
Germany,Hartenholm,49-4195,2,5.00,5.00
Germany,Hopsten,49-5458,0,1.50,1.50
Germany,Hopsten,49-5458,2,5.00,5.00
Germany,Breitbrunn,49-8054,0,1.50,1.50
Germany,Breitbrunn,49-8054,2,5.00,5.00
Germany,Emmerich am Rhein,49-2822,0,1.50,1.50
Germany,Emmerich am Rhein,49-2822,2,5.00,5.00
Germany,Lindau,49-8382,0,1.50,1.50
Germany,Lindau,49-8382,2,5.00,5.00
Germany,Karben,49-6039,0,1.50,1.50
Germany,Karben,49-6039,2,5.00,5.00
Germany,Hattersheim am Main,49-6190,0,1.50,1.50
Germany,Hattersheim am Main,49-6190,2,5.00,5.00
Germany,Meerbusch,49-2132,0,1.50,1.50
Germany,Meerbusch,49-2132,2,5.00,5.00
Germany,Nurtingen,49-7022,0,1.50,1.50
Germany,Nurtingen,49-7022,2,5.00,5.00
Saint Martin,National,590-1,300,50.00,50.00
Portugal,National,351-30,0,3.50,3.50
Portugal,National,351-30,2,5.00,5.00
Germany,Bad Neuenahr-Ahrweiler,49-2641,0,1.50,1.50
Germany,Bad Neuenahr-Ahrweiler,49-2641,2,5.00,5.00
Netherlands,Neede,31-545,0,1.50,1.50
Netherlands,Neede,31-545,2,5.00,5.00
Netherlands,Lochem,31-573,0,1.50,1.50
Netherlands,Lochem,31-573,2,5.00,5.00
Australia,Deniliquin,61-358,0,3.50,3.50
Australia,Deniliquin,61-358,2,5.00,5.00
Canada,Olds,1-825,0,1.20,1.20
Canada,Olds,1-825,2,5.00,5.00
Brazil,Mogi Guacu,55-19,0,3.50,3.50
Brazil,Mogi Guacu,55-19,2,6.00,6.00
Brazil,Cabo Frio,55-22,0,3.50,3.50
Brazil,Cabo Frio,55-22,2,6.00,6.00
Brazil,Chapeco,55-49,0,3.50,3.50
Brazil,Chapeco,55-49,2,6.00,6.00
Brazil,Passo Fundo,55-54,0,3.50,3.50
Brazil,Passo Fundo,55-54,2,6.00,6.00
Brazil,Santa Maria,55-55,0,3.50,3.50
Brazil,Santa Maria,55-55,2,6.00,6.00
Brazil,Pouso Alegre,55-35,0,3.50,3.50
Brazil,Pouso Alegre,55-35,2,6.00,6.00
Canada,New Glasgow,1-782,0,1.20,1.20
Canada,New Glasgow,1-782,2,5.00,5.00
Vietnam,Toll-Free,84-1800,300,38.00,33.00
Netherlands,Rijen,31-161,0,1.50,1.50
Netherlands,Rijen,31-161,2,5.00,5.00
Germany,Heinsberg,49-2452,0,1.50,1.50
Germany,Heinsberg,49-2452,2,5.00,5.00
Germany,Gevelsberg,49-2332,0,1.50,1.50
Germany,Gevelsberg,49-2332,2,5.00,5.00
Serbia,Uzice,381-31,0,3.50,3.50
Serbia,Uzice,381-31,2,6.00,6.00
Portugal,National,351-707,0,20.00,20.00
Portugal,National,351-707,2,25.00,25.00
Germany,Erlenbach,49-7132,0,1.50,1.50
Germany,Erlenbach,49-7132,2,5.00,5.00
Germany,Guben,49-3561,0,1.50,1.50
Germany,Guben,49-3561,2,5.00,5.00
Germany,Monchengladbach,49-2166,0,1.50,1.50
Germany,Monchengladbach,49-2166,2,5.00,5.00
Hungary,Vac,36-27,0,6.00,6.00
Hungary,Vac,36-27,2,8.00,8.00
Finland,Mobile,358-4,0,8.00,8.00
Finland,Mobile,358-4,2,10.00,10.00
Germany,Helmstedt,49-5351,0,1.50,1.50
Germany,Helmstedt,49-5351,2,5.00,5.00
Germany,Nordhausen,49-3631,0,1.50,1.50
Germany,Nordhausen,49-3631,2,5.00,5.00
Germany,Coswig (Anhalt),49-34903,0,1.50,1.50
Germany,Coswig (Anhalt),49-34903,2,5.00,5.00
Germany,Blankenfelde-Mahlow,49-3379,0,1.50,1.50
Germany,Blankenfelde-Mahlow,49-3379,2,5.00,5.00
Germany,Schwalbach,49-6834,0,1.50,1.50
Germany,Schwalbach,49-6834,2,5.00,5.00
Italy,Muhlbach,39-0472,0,2.50,2.50
Italy,Muhlbach,39-0472,2,5.00,5.00
Germany,Bexbach,49-6826,0,1.50,1.50
Germany,Bexbach,49-6826,2,5.00,5.00
Vietnam,Ho Chi Minh,84-28,2,15.00,15.00
Vietnam,Da Nang,84-236,2,15.00,15.00
Vietnam,Hanoi,84-24,2,15.00,15.00
Australia,Morwell,61-351,0,3.50,3.50
Australia,Morwell,61-351,2,5.00,5.00
Slovakia,Mobile,421-9,0,30.00,30.00
Slovakia,Mobile,421-9,2,35.00,35.00
Australia,Traralgon,61-341,0,3.50,3.50
Australia,Traralgon,61-341,2,5.00,5.00
Germany,Leverkusen,49-2171,0,1.50,1.50
Germany,Leverkusen,49-2171,2,5.00,5.00
Germany,Warendorf,49-2581,0,1.50,1.50
Germany,Warendorf,49-2581,2,5.00,5.00
Germany,Sehestedt,49-4357,0,1.50,1.50
Germany,Sehestedt,49-4357,2,5.00,5.00
Germany,Montabaur,49-2602,0,1.50,1.50
Germany,Montabaur,49-2602,2,5.00,5.00
Mexico,Poza Rica Mobile,52-782,0,8.00,8.00
Mexico,Poza Rica Mobile,52-782,2,10.00,10.00
Mexico,Villahermosa Mobile,52-993,0,8.00,8.00
Mexico,Villahermosa Mobile,52-993,2,10.00,10.00
Mexico,Matamoros Mobile,52-868,0,8.00,8.00
Mexico,Matamoros Mobile,52-868,2,10.00,10.00
Mexico,Xalapa Mobile,52-228,0,8.00,8.00
Mexico,Xalapa Mobile,52-228,2,10.00,10.00
Mexico,Tampico Mobile,52-833,0,8.00,8.00
Mexico,Tampico Mobile,52-833,2,10.00,10.00
Mexico,Hermosillo Mobile,52-662,0,8.00,8.00
Mexico,Hermosillo Mobile,52-662,2,10.00,10.00
Mexico,Torreon Mobile,52-871,0,8.00,8.00
Mexico,Torreon Mobile,52-871,2,10.00,10.00
Mexico,Acapulco Mobile,52-744,0,8.00,8.00
Mexico,Acapulco Mobile,52-744,2,10.00,10.00
Mexico,Culiacan Mobile,52-667,0,8.00,8.00
Mexico,Culiacan Mobile,52-667,2,10.00,10.00
Indonesia,Jakarta,62-21,0,35.00,35.00
Indonesia,Jakarta,62-21,2,38.00,38.00
Mexico,Mexicali Mobile,52-686,0,8.00,8.00
Mexico,Mexicali Mobile,52-686,2,10.00,10.00
Mexico,Reynosa Mobile,52-899,0,8.00,8.00
Mexico,Reynosa Mobile,52-899,2,10.00,10.00
Mexico,Chihuahua Mobile,52-614,0,8.00,8.00
Mexico,Chihuahua Mobile,52-614,2,10.00,10.00
Mexico,Irapuato Mobile,52-462,0,8.00,8.00
Mexico,Irapuato Mobile,52-462,2,10.00,10.00
Mexico,Saltillo Mobile,52-844,0,8.00,8.00
Mexico,Saltillo Mobile,52-844,2,10.00,10.00
Mexico,San Luis Potosi Mobile,52-444,0,8.00,8.00
Mexico,San Luis Potosi Mobile,52-444,2,10.00,10.00
Mexico,Queretaro Mobile,52-442,0,8.00,8.00
Mexico,Queretaro Mobile,52-442,2,10.00,10.00
Mexico,Morelia Mobile,52-443,0,8.00,8.00
Mexico,Morelia Mobile,52-443,2,10.00,10.00
Mexico,Puebla Mobile,52-222,0,8.00,8.00
Mexico,Puebla Mobile,52-222,2,10.00,10.00
Mexico,Juarez Mobile,52-656,0,8.00,8.00
Mexico,Juarez Mobile,52-656,2,10.00,10.00
Mexico,Veracruz Mobile,52-229,0,8.00,8.00
Mexico,Veracruz Mobile,52-229,2,10.00,10.00
Mexico,Leon Mobile,52-477,0,8.00,8.00
Mexico,Leon Mobile,52-477,2,10.00,10.00
Mexico,Merida Mobile,52-999,0,8.00,8.00
Mexico,Merida Mobile,52-999,2,10.00,10.00
Germany,Rheinbach,49-2226,0,1.50,1.50
Germany,Rheinbach,49-2226,2,5.00,5.00
Germany,Alzey,49-6731,0,1.50,1.50
Germany,Alzey,49-6731,2,5.00,5.00
Indonesia,Denpasar,62-361,0,35.00,35.00
Indonesia,Denpasar,62-361,2,38.00,38.00
Canada,Quebec,1-367,0,1.20,1.20
Canada,Quebec,1-367,2,5.00,5.00
Germany,Limeshain,49-6048,0,1.50,1.50
Germany,Limeshain,49-6048,2,5.00,5.00
Germany,Buren,49-2951,0,1.50,1.50
Germany,Buren,49-2951,2,5.00,5.00
Australia,Junee,61-269,0,3.50,3.50
Australia,Junee,61-269,2,5.00,5.00
Germany,Bad Mergentheim,49-7931,0,1.50,1.50
Germany,Bad Mergentheim,49-7931,2,5.00,5.00
Germany,Werder (Havel),49-3327,0,1.50,1.50
Germany,Werder (Havel),49-3327,2,5.00,5.00
Costa Rica,National,506-4,0,8.00,8.00
Costa Rica,National,506-4,2,15.00,15.00
Germany,Schwerin,49-385,0,1.50,1.50
Germany,Schwerin,49-385,2,5.00,5.00
Germany,Hochst im Odenwald,49-6163,0,1.50,1.50
Germany,Hochst im Odenwald,49-6163,2,5.00,5.00
Peru,Mobile,51-9,0,8.00,8.00
Peru,Mobile,51-9,2,10.00,10.00
Germany,Hemmingen,49-7150,0,1.50,1.50
Germany,Hemmingen,49-7150,2,5.00,5.00
Germany,Aglasterhausen,49-6262,0,1.50,1.50
Germany,Aglasterhausen,49-6262,2,5.00,5.00
Puerto Rico,Yabucoa,1-939,0,10.00,10.00
Puerto Rico,Yabucoa,1-939,2,12.00,12.00
Germany,Neuburg an der Donau,49-8431,0,1.50,1.50
Germany,Neuburg an der Donau,49-8431,2,5.00,5.00
Australia,Beechworth,61-357,0,3.50,3.50
Australia,Beechworth,61-357,2,5.00,5.00
Australia,Albany,61-86,0,3.50,3.50
Australia,Albany,61-86,2,5.00,5.00
Germany,Werl,49-2922,0,1.50,1.50
Germany,Werl,49-2922,2,5.00,5.00
Germany,Kelkheim (Taunus),49-6195,0,1.50,1.50
Germany,Kelkheim (Taunus),49-6195,2,5.00,5.00
Canada,Perth,1-753,0,1.20,1.20
Canada,Perth,1-753,2,5.00,5.00
Germany,Nidderau,49-6187,0,1.50,1.50
Germany,Nidderau,49-6187,2,5.00,5.00
Germany,Wolfenbuttel,49-5331,0,1.50,1.50
Germany,Wolfenbuttel,49-5331,2,5.00,5.00
Germany,Bad Teinach-Zavelstein,49-7053,0,1.50,1.50
Germany,Bad Teinach-Zavelstein,49-7053,2,5.00,5.00
Germany,Neuhausen auf den Fildern,49-7158,0,1.50,1.50
Germany,Neuhausen auf den Fildern,49-7158,2,5.00,5.00
Germany,Billigheim-Ingenheim,49-6349,0,1.50,1.50
Germany,Billigheim-Ingenheim,49-6349,2,5.00,5.00
Mexico,Atlacomulco,52-712,0,5.00,5.00
Mexico,Atlacomulco,52-712,2,8.00,8.00
Germany,Stadtilm,49-3629,0,1.50,1.50
Germany,Stadtilm,49-3629,2,5.00,5.00
Netherlands,Zetten,31-488,0,1.50,1.50
Netherlands,Zetten,31-488,2,5.00,5.00
Germany,Wurzen,49-3425,0,1.50,1.50
Germany,Wurzen,49-3425,2,5.00,5.00
Canada,Vernon,1-672,0,1.20,1.20
Canada,Vernon,1-672,2,5.00,5.00
Germany,Heringen (Werra),49-6624,0,1.50,1.50
Germany,Heringen (Werra),49-6624,2,5.00,5.00
Germany,Zeven,49-4281,0,1.50,1.50
Germany,Zeven,49-4281,2,5.00,5.00
Germany,Emsburen,49-5903,0,1.50,1.50
Germany,Emsburen,49-5903,2,5.00,5.00
Nigeria,Abuja,234-209,0,15.00,15.00
Nigeria,Abuja,234-209,2,16.00,16.00
Germany,Haiterbach,49-7456,0,1.50,1.50
Germany,Haiterbach,49-7456,2,5.00,5.00
Germany,Weinheim,49-6201,0,1.50,1.50
Germany,Weinheim,49-6201,2,5.00,5.00
Germany,Gummersbach,49-2261,0,1.50,1.50
Germany,Gummersbach,49-2261,2,5.00,5.00
Germany,Heusenstamm,49-6104,0,1.50,1.50
Germany,Heusenstamm,49-6104,2,5.00,5.00
Canada,Inverness,1-782,0,1.20,1.20
Canada,Inverness,1-782,2,5.00,5.00
Germany,Pfungstadt,49-6157,0,1.50,1.50
Germany,Pfungstadt,49-6157,2,5.00,5.00
Canada,Parry Sound,1-249,0,1.20,1.20
Canada,Parry Sound,1-249,2,5.00,5.00
Germany,Duisburg,49-2065,0,1.50,1.50
Germany,Duisburg,49-2065,2,5.00,5.00
Germany,Bad Friedrichshall,49-7136,0,1.50,1.50
Germany,Bad Friedrichshall,49-7136,2,5.00,5.00
Germany,Vettelschoss,49-2645,0,1.50,1.50
Germany,Vettelschoss,49-2645,2,5.00,5.00
Germany,Bergheim,49-2238,0,1.50,1.50
Germany,Bergheim,49-2238,2,5.00,5.00
Germany,Eschenburg,49-2774,0,1.50,1.50
Germany,Eschenburg,49-2774,2,5.00,5.00
Germany,Hilden,49-2103,0,1.50,1.50
Germany,Hilden,49-2103,2,5.00,5.00
Australia,Albury,61-25,0,3.50,3.50
Australia,Albury,61-25,2,5.00,5.00
Australia,Port Macquarie,61-255,0,3.50,3.50
Australia,Port Macquarie,61-255,2,5.00,5.00
Australia,Tamworth,61-257,0,3.50,3.50
Australia,Tamworth,61-257,2,5.00,5.00
Australia,Busselton,61-867,0,3.50,3.50
Australia,Busselton,61-867,2,5.00,5.00
Germany,Brandis,49-3429,0,1.50,1.50
Germany,Brandis,49-3429,2,5.00,5.00
Australia,Orange,61-253,0,3.50,3.50
Australia,Orange,61-253,2,5.00,5.00
Australia,Warrnambool,61-345,0,3.50,3.50
Australia,Warrnambool,61-345,2,5.00,5.00
Australia,Devonport,61-364,0,3.50,3.50
Australia,Devonport,61-364,2,5.00,5.00
Australia,Mount Gambier,61-877,0,3.50,3.50
Australia,Mount Gambier,61-877,2,5.00,5.00
Australia,Goulburn,61-238,0,3.50,3.50
Australia,Goulburn,61-238,2,5.00,5.00
Australia,Gympie,61-753,0,3.50,3.50
Australia,Gympie,61-753,2,5.00,5.00
Australia,Muswellbrook,61-255,0,3.50,3.50
Australia,Muswellbrook,61-255,2,5.00,5.00
Australia,Mount Isa,61-744,0,3.50,3.50
Australia,Mount Isa,61-744,2,5.00,5.00
Germany,Fehmarn,49-4371,0,1.50,1.50
Germany,Fehmarn,49-4371,2,5.00,5.00
Australia,Craigieburn,61-373,0,3.50,3.50
Australia,Craigieburn,61-373,2,5.00,5.00
Australia,Port Hedland,61-851,0,3.50,3.50
Australia,Port Hedland,61-851,2,5.00,5.00
Australia,Esperance,61-860,0,3.50,3.50
Australia,Esperance,61-860,2,5.00,5.00
Nigeria,Lagos,234-201,0,15.00,15.00
Nigeria,Lagos,234-201,2,16.00,16.00
Germany,Gifhorn,49-5371,0,1.50,1.50
Germany,Gifhorn,49-5371,2,5.00,5.00
Indonesia,Surabaya,62-31,0,35.00,35.00
Indonesia,Surabaya,62-31,2,38.00,38.00
Indonesia,Medan,62-61,0,35.00,35.00
Indonesia,Medan,62-61,2,38.00,38.00
Indonesia,Makassar,62-411,0,35.00,35.00
Indonesia,Makassar,62-411,2,38.00,38.00
Australia,Bunbury,61-867,0,3.50,3.50
Australia,Bunbury,61-867,2,5.00,5.00
Germany,Philippsburg,49-7256,0,1.50,1.50
Germany,Philippsburg,49-7256,2,5.00,5.00
Germany,Gaiberg,49-6223,0,1.50,1.50
Germany,Gaiberg,49-6223,2,5.00,5.00
Indonesia,Semarang,62-24,0,35.00,35.00
Indonesia,Semarang,62-24,2,38.00,38.00
Indonesia,Bandung,62-22,0,35.00,35.00
Indonesia,Bandung,62-22,2,38.00,38.00
Indonesia,Balikpapan,62-542,0,35.00,35.00
Indonesia,Balikpapan,62-542,2,38.00,38.00
Indonesia,Palembang,62-711,0,35.00,35.00
Indonesia,Palembang,62-711,2,38.00,38.00
Germany,Feldafing,49-8157,0,1.50,1.50
Germany,Feldafing,49-8157,2,5.00,5.00
Germany,Neuenkirchen,49-5973,0,1.50,1.50
Germany,Neuenkirchen,49-5973,2,5.00,5.00
Honduras,San Pedro Sula,504-25,2,35.00,35.00
Germany,Muschenbach,49-2662,0,1.50,1.50
Germany,Muschenbach,49-2662,2,5.00,5.00
Germany,Amberg,49-9621,0,1.50,1.50
Germany,Amberg,49-9621,2,5.00,5.00
Germany,Ruhen,49-5367,0,1.50,1.50
Germany,Ruhen,49-5367,2,5.00,5.00
Germany,Schwarzenberg,49-3774,0,1.50,1.50
Germany,Schwarzenberg,49-3774,2,5.00,5.00
Germany,Bernburg,49-3471,0,1.50,1.50
Germany,Bernburg,49-3471,2,5.00,5.00
Germany,Wissen,49-2742,0,1.50,1.50
Germany,Wissen,49-2742,2,5.00,5.00
Germany,Hahnbach,49-9662,0,1.50,1.50
Germany,Hahnbach,49-9662,2,5.00,5.00
Germany,Untermeitingen,49-8232,0,1.50,1.50
Germany,Untermeitingen,49-8232,2,5.00,5.00
Germany,Grosneuhausen,49-36372,0,1.50,1.50
Germany,Grosneuhausen,49-36372,2,5.00,5.00
Germany,Hennstedt,49-4836,0,1.50,1.50
Germany,Hennstedt,49-4836,2,5.00,5.00
Germany,Husum,49-4841,0,1.50,1.50
Germany,Husum,49-4841,2,5.00,5.00
Germany,Kuhlungsborn,49-38293,0,1.50,1.50
Germany,Kuhlungsborn,49-38293,2,5.00,5.00
Germany,Emden,49-4921,0,1.50,1.50
Germany,Emden,49-4921,2,5.00,5.00
Germany,Lohne (Oldenburg),49-4442,0,1.50,1.50
Germany,Lohne (Oldenburg),49-4442,2,5.00,5.00
Germany,Paderborn,49-5254,0,1.50,1.50
Germany,Paderborn,49-5254,2,5.00,5.00
Germany,Grebenstein,49-5674,0,1.50,1.50
Germany,Grebenstein,49-5674,2,5.00,5.00
Chile,National,56-809,0,8.00,8.00
Chile,National,56-809,2,10.00,10.00
Germany,Marl,49-2365,0,1.50,1.50
Germany,Marl,49-2365,2,5.00,5.00
Germany,Datteln,49-2363,0,1.50,1.50
Germany,Datteln,49-2363,2,5.00,5.00
Netherlands,Oud-Beijerland,31-186,0,1.50,1.50
Netherlands,Oud-Beijerland,31-186,2,5.00,5.00
Germany,Aschau im Chiemgau,49-8052,0,1.50,1.50
Germany,Aschau im Chiemgau,49-8052,2,5.00,5.00
Germany,Olpe,49-2761,0,1.50,1.50
Germany,Olpe,49-2761,2,5.00,5.00
Mexico,La Piedad,52-352,0,5.00,5.00
Mexico,La Piedad,52-352,2,8.00,8.00
Germany,Tutzing,49-8158,0,1.50,1.50
Germany,Tutzing,49-8158,2,5.00,5.00
Brazil,Jundiai,55-11,0,3.50,3.50
Brazil,Jundiai,55-11,2,6.00,6.00
Germany,Bad Marienberg,49-2661,0,1.50,1.50
Germany,Bad Marienberg,49-2661,2,5.00,5.00
Germany,Sonnenbuhl,49-7128,0,1.50,1.50
Germany,Sonnenbuhl,49-7128,2,5.00,5.00
Mexico,Baja California,52-661,0,5.00,5.00
Mexico,Baja California,52-661,2,8.00,8.00
United States,Franklinton,1-984,0,1.20,1.20
United States,Franklinton,1-984,2,5.00,5.00
Germany,Rust,49-7822,0,1.50,1.50
Germany,Rust,49-7822,2,5.00,5.00
Germany,Gronau (Westphalia),49-2562,0,1.50,1.50
Germany,Gronau (Westphalia),49-2562,2,5.00,5.00
Germany,Zittau,49-3583,0,1.50,1.50
Germany,Zittau,49-3583,2,5.00,5.00
Mexico,Mexico City Mobile,52-56,0,8.00,8.00
Mexico,Mexico City Mobile,52-56,2,10.00,10.00
Germany,Furstenwalde/Spree,49-3361,0,1.50,1.50
Germany,Furstenwalde/Spree,49-3361,2,5.00,5.00
Germany,Wadern,49-6871,0,1.50,1.50
Germany,Wadern,49-6871,2,5.00,5.00
United States,Jasper,1-386,0,1.20,1.20
United States,Jasper,1-386,2,5.00,5.00
Germany,Sprockhovel,49-2324,0,1.50,1.50
Germany,Sprockhovel,49-2324,2,5.00,5.00
Germany,Lohme,49-38302,0,1.50,1.50
Germany,Lohme,49-38302,2,5.00,5.00
Germany,Uberlingen,49-7551,0,1.50,1.50
Germany,Uberlingen,49-7551,2,5.00,5.00
Germany,Windorf,49-8546,0,1.50,1.50
Germany,Windorf,49-8546,2,5.00,5.00
Germany,Heidenrod,49-6124,0,1.50,1.50
Germany,Heidenrod,49-6124,2,5.00,5.00
Germany,Preetz,49-4342,0,1.50,1.50
Germany,Preetz,49-4342,2,5.00,5.00
Germany,Wendlingen am Neckar,49-7024,0,1.50,1.50
Germany,Wendlingen am Neckar,49-7024,2,5.00,5.00
Germany,Morlenbach,49-6209,0,1.50,1.50
Germany,Morlenbach,49-6209,2,5.00,5.00
Germany,Riedstadt,49-6158,0,1.50,1.50
Germany,Riedstadt,49-6158,2,5.00,5.00
Germany,Immenstadt im Allgau,49-8323,0,1.50,1.50
Germany,Immenstadt im Allgau,49-8323,2,5.00,5.00
Germany,Muhlenbecker Land,49-33056,0,1.50,1.50
Germany,Muhlenbecker Land,49-33056,2,5.00,5.00
Netherlands,Elburg,31-525,0,1.50,1.50
Netherlands,Elburg,31-525,2,5.00,5.00
Jamaica,National,1-876,300,33.00,33.00
Germany,Grossostheim,49-6026,0,1.50,1.50
Germany,Grossostheim,49-6026,2,5.00,5.00
Mexico,Sabinas,52-861,0,5.00,5.00
Mexico,Sabinas,52-861,2,8.00,8.00
Germany,Pfaffenhofen an der Ilm,49-7046,0,1.50,1.50
Germany,Pfaffenhofen an der Ilm,49-7046,2,5.00,5.00
Canada,Shawinigan,1-873,0,1.20,1.20
Canada,Shawinigan,1-873,2,5.00,5.00
Canada,St Hyacinthe,1-579,0,1.20,1.20
Canada,St Hyacinthe,1-579,2,5.00,5.00
Canada,St Thomas,1-548,0,1.20,1.20
Canada,St Thomas,1-548,2,5.00,5.00
Netherlands,Winterswijk,31-543,0,1.50,1.50
Netherlands,Winterswijk,31-543,2,5.00,5.00
Germany,Triberg im Schwarzwald,49-7722,0,1.50,1.50
Germany,Triberg im Schwarzwald,49-7722,2,5.00,5.00
Germany,Rheine,49-5971,0,1.50,1.50
Germany,Rheine,49-5971,2,5.00,5.00
Germany,Immenstaad am Bodensee,49-7545,0,1.50,1.50
